g7235.t1	5bc29d3fbaaaa49997b31ddd2b565587	311	Pfam	PF10294	Lysine methyltransferase	137	294	4.7E-15	T	18-11-2024	IPR019410	Lysine methyltransferase
g4883.t1	c11b3fb4183d35585b8f2a3c55ad32a9	258	Pfam	PF10187	FAM192A/Fyv6, N-terminal domain	59	142	5.1E-14	T	18-11-2024	IPR019331	FAM192A/Fyv6, N-terminal
g4001.t1	cee7984a180e6880a36ee8ff4b2bd550	385	Pfam	PF00867	XPG I-region	150	234	1.3E-29	T	18-11-2024	IPR006086	XPG-I domain
g4001.t1	cee7984a180e6880a36ee8ff4b2bd550	385	Pfam	PF00752	XPG N-terminal domain	1	106	4.6E-27	T	18-11-2024	IPR006085	XPG, N-terminal
g165.t1	3f41d2ad49bdfe24994d6de70ce829a3	822	Pfam	PF13355	ARC6-like, IMS domain	701	815	3.5E-23	T	18-11-2024	IPR025344	ARC6, IMS domain
g9523.t1	a9030b6527c3637b7ce5b8de4ede6bb4	283	Pfam	PF00849	RNA pseudouridylate synthase	87	174	8.0E-16	T	18-11-2024	IPR006145	Pseudouridine synthase, RsuA/RluA-like
g1050.t1	2e7e30221746b9135857b6409710ab9c	160	Pfam	PF01988	VIT family	10	69	4.0E-9	T	18-11-2024	IPR008217	Ccc1 family
g1183.t1	2e7e30221746b9135857b6409710ab9c	160	Pfam	PF01988	VIT family	10	69	4.0E-9	T	18-11-2024	IPR008217	Ccc1 family
g2729.t1	e63855c7de219f4d0e1190b70635cbab	321	Pfam	PF01697	Glycosyltransferase family 92	73	262	3.9E-17	T	18-11-2024	IPR008166	Glycosyltransferase family 92
g4427.t1	02aeb4f3694cf63781ecbff1fc99b459	281	Pfam	PF12937	F-box-like	7	37	8.3E-6	T	18-11-2024	IPR001810	F-box domain
g4738.t2	6ebf5f4237bbc99537d21c545dcfce60	2387	Pfam	PF00476	DNA polymerase family A	1968	2379	4.5E-108	T	18-11-2024	IPR001098	DNA-directed DNA polymerase, family A, palm domain
g4738.t2	6ebf5f4237bbc99537d21c545dcfce60	2387	Pfam	PF00270	DEAD/DEAH box helicase	873	1037	9.1E-15	T	18-11-2024	IPR011545	DEAD/DEAH box helicase domain
g4738.t2	6ebf5f4237bbc99537d21c545dcfce60	2387	Pfam	PF20470	Helix-turn-helix domain	1251	1345	8.7E-16	T	18-11-2024	IPR046931	DNA polymerase theta-like, helix-turn-helix domain
g4738.t2	6ebf5f4237bbc99537d21c545dcfce60	2387	Pfam	PF00271	Helicase conserved C-terminal domain	1101	1245	6.2E-11	T	18-11-2024	IPR001650	Helicase, C-terminal
g2823.t1	33847686f6eb0ec62bb7e0bd9eb4f186	528	Pfam	PF00027	Cyclic nucleotide-binding domain	178	259	1.9E-18	T	18-11-2024	IPR000595	Cyclic nucleotide-binding domain
g4124.t1	6e9123b5bd5656fd3235c2c901f48f21	403	Pfam	PF00069	Protein kinase domain	49	317	1.8E-72	T	18-11-2024	IPR000719	Protein kinase domain
g333.t1	9b2d54e875ccbcdd3e001f658700ee53	166	Pfam	PF00838	Translationally controlled tumour protein	1	161	3.5E-52	T	18-11-2024	IPR018105	Translationally controlled tumour protein
g989.t1	197ed753c6104eb3dd821d001a59dd4b	208	Pfam	PF00856	SET domain	65	178	1.5E-8	T	18-11-2024	IPR001214	SET domain
g6238.t2	ffed933b09ab54995a467634286b5884	646	Pfam	PF01522	Polysaccharide deacetylase	369	478	2.1E-20	T	18-11-2024	IPR002509	NodB homology domain
g2767.t3	9c296a971a96fbd3e516a633e0ae0ac9	2206	Pfam	PF00999	Sodium/hydrogen exchanger family	1606	1976	1.1E-52	T	18-11-2024	IPR006153	Cation/H+ exchanger
g2767.t3	9c296a971a96fbd3e516a633e0ae0ac9	2206	Pfam	PF02254	TrkA-N domain	2009	2122	2.9E-17	T	18-11-2024	IPR003148	Regulator of K+ conductance, N-terminal
g2767.t3	9c296a971a96fbd3e516a633e0ae0ac9	2206	Pfam	PF00069	Protein kinase domain	4	251	6.0E-59	T	18-11-2024	IPR000719	Protein kinase domain
g3853.t2	784dd268b2512a67ec75e631b9e8dedc	547	Pfam	PF07690	Major Facilitator Superfamily	61	413	1.6E-26	T	18-11-2024	IPR011701	Major facilitator superfamily
g7917.t1	65136a3e15559d9bace027c448fbd935	670	Pfam	PF00005	ABC transporter	552	587	1.2E-6	T	18-11-2024	IPR003439	ABC transporter-like, ATP-binding domain
g1342.t1	349fada610bc7800f89a638118899901	1086	Pfam	PF03109	ABC1 atypical kinase-like domain	704	976	1.2E-53	T	18-11-2024	IPR004147	ABC1 atypical kinase-like domain
g3269.t1	aef3140c96c599455180a5dcb10ce94b	356	Pfam	PF07722	Peptidase C26	63	263	6.8E-17	T	18-11-2024	IPR011697	Peptidase C26
g426.t1	ea0e75065f73c6f740fa7e490fe6c06e	414	Pfam	PF03547	Membrane transport protein	238	400	9.8E-15	T	18-11-2024	IPR004776	Membrane transport protein
g11836.t1	00cd5a6e1e1a01251098162a99e6eae3	251	Pfam	PF01476	LysM domain	177	221	5.1E-5	T	18-11-2024	IPR018392	LysM domain
g2060.t1	bf66bd4164eafda67213e5360fc48973	312	Pfam	PF10294	Lysine methyltransferase	111	264	3.0E-11	T	18-11-2024	IPR019410	Lysine methyltransferase
g8065.t1	9edb2d46c9e06973c5a29133f5bf77e5	882	Pfam	PF00249	Myb-like DNA-binding domain	138	181	2.8E-17	T	18-11-2024	IPR001005	SANT/Myb domain
g8065.t1	9edb2d46c9e06973c5a29133f5bf77e5	882	Pfam	PF00249	Myb-like DNA-binding domain	86	132	4.2E-17	T	18-11-2024	IPR001005	SANT/Myb domain
g8065.t1	9edb2d46c9e06973c5a29133f5bf77e5	882	Pfam	PF00249	Myb-like DNA-binding domain	36	80	4.2E-14	T	18-11-2024	IPR001005	SANT/Myb domain
g8321.t1	a0bfc903137a514421fcbf4266566255	551	Pfam	PF06415	BPG-independent PGAM N-terminus (iPGM_N)	100	319	1.8E-62	T	18-11-2024	IPR011258	BPG-independent PGAM, N-terminal
g8321.t1	a0bfc903137a514421fcbf4266566255	551	Pfam	PF01676	Metalloenzyme superfamily	18	541	2.8E-86	T	18-11-2024	IPR006124	Metalloenzyme
g4717.t1	722751f58ae9bb3cd3f4994b094ee7b7	746	Pfam	PF01055	Glycosyl hydrolases family 31	295	523	1.9E-79	T	18-11-2024	IPR000322	Glycoside hydrolase family 31
g4717.t1	722751f58ae9bb3cd3f4994b094ee7b7	746	Pfam	PF01055	Glycosyl hydrolases family 31	170	283	8.8E-22	T	18-11-2024	IPR000322	Glycoside hydrolase family 31
g4717.t1	722751f58ae9bb3cd3f4994b094ee7b7	746	Pfam	PF13802	Galactose mutarotase-like	84	147	5.9E-11	T	18-11-2024	IPR025887	Glycoside hydrolase family 31, N-terminal domain
g5644.t1	f1f8c079b45af70d46d9f4f7bbf91a46	222	Pfam	PF03357	Snf7	25	194	4.9E-26	T	18-11-2024	IPR005024	Snf7 family
g7955.t1	6cc4ec19929d4889c9869f019e17dad2	490	Pfam	PF00270	DEAD/DEAH box helicase	111	279	4.1E-32	T	18-11-2024	IPR011545	DEAD/DEAH box helicase domain
g7955.t1	6cc4ec19929d4889c9869f019e17dad2	490	Pfam	PF00271	Helicase conserved C-terminal domain	321	438	4.3E-25	T	18-11-2024	IPR001650	Helicase, C-terminal
g9138.t2	a1aeae3f4ce13d25d92c3d14c8cf1253	395	Pfam	PF14306	PUA-like domain	19	169	1.1E-44	T	18-11-2024	IPR025980	ATP-sulfurylase PUA-like domain
g9138.t2	a1aeae3f4ce13d25d92c3d14c8cf1253	395	Pfam	PF01747	ATP-sulfurylase	178	391	2.2E-69	T	18-11-2024	IPR024951	Sulphate adenylyltransferase catalytic domain
g5772.t1	95fcf52fff638268b5d87a0eb7883f70	1484	Pfam	PF00005	ABC transporter	912	1063	1.1E-17	T	18-11-2024	IPR003439	ABC transporter-like, ATP-binding domain
g5772.t1	95fcf52fff638268b5d87a0eb7883f70	1484	Pfam	PF00005	ABC transporter	155	339	3.6E-16	T	18-11-2024	IPR003439	ABC transporter-like, ATP-binding domain
g5772.t1	95fcf52fff638268b5d87a0eb7883f70	1484	Pfam	PF01061	ABC-2 type transporter	495	707	8.8E-35	T	18-11-2024	IPR013525	ABC-2 type transporter
g5772.t1	95fcf52fff638268b5d87a0eb7883f70	1484	Pfam	PF01061	ABC-2 type transporter	1209	1421	2.4E-53	T	18-11-2024	IPR013525	ABC-2 type transporter
g5772.t1	95fcf52fff638268b5d87a0eb7883f70	1484	Pfam	PF08370	Plant PDR ABC transporter associated	712	774	4.8E-11	T	18-11-2024	IPR013581	Plant PDR ABC transporter associated
g5772.t1	95fcf52fff638268b5d87a0eb7883f70	1484	Pfam	PF19055	ABC-2 type transporter	372	425	7.4E-6	T	18-11-2024	IPR043926	ABC transporter family G domain
g5772.t1	95fcf52fff638268b5d87a0eb7883f70	1484	Pfam	PF19055	ABC-2 type transporter	1092	1153	1.6E-6	T	18-11-2024	IPR043926	ABC transporter family G domain
g5772.t1	95fcf52fff638268b5d87a0eb7883f70	1484	Pfam	PF14510	ABC-transporter N-terminal	79	130	1.9E-7	T	18-11-2024	IPR029481	ABC-transporter, N-terminal domain
g3098.t1	b4596ac8b73ce16ddfaf24de2852cb36	137	Pfam	PF01124	MAPEG family	12	129	1.4E-15	T	18-11-2024	IPR001129	Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein
g7520.t1	ac3f95c9663bc19d773dce4c66456ff2	637	Pfam	PF00781	Diacylglycerol kinase catalytic domain	92	212	6.7E-21	T	18-11-2024	IPR001206	Diacylglycerol kinase, catalytic domain
g7520.t1	ac3f95c9663bc19d773dce4c66456ff2	637	Pfam	PF00609	Diacylglycerol kinase accessory domain	279	456	3.0E-33	T	18-11-2024	IPR000756	Diacylglycerol kinase, accessory domain
g407.t1	c0e06ead980b7942133729bd27a36a32	246	Pfam	PF04832	SOUL heme-binding protein	129	240	1.5E-21	T	18-11-2024	IPR006917	SOUL haem-binding protein
g407.t1	c0e06ead980b7942133729bd27a36a32	246	Pfam	PF04832	SOUL heme-binding protein	34	117	3.0E-13	T	18-11-2024	IPR006917	SOUL haem-binding protein
g9948.t1	e12b4038b18bd2c7d7cf461e593b9c8f	133	Pfam	PF03226	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly	13	106	6.3E-15	T	18-11-2024	IPR004910	Yippee/Mis18/Cereblon
g4522.t2	5e7bb9318f4ce47046ddce370c8bac4d	411	Pfam	PF00953	Glycosyl transferase family 4	142	315	3.2E-39	T	18-11-2024	IPR000715	Glycosyl transferase, family 4
g11710.t1	0431b83738bd4b52c4dba92d7e2b9037	4384	Pfam	PF20175	Tra1 HEAT repeat central region	231	880	1.2E-126	T	18-11-2024	IPR046807	Tra1, HEAT repeat central region
g11710.t1	0431b83738bd4b52c4dba92d7e2b9037	4384	Pfam	PF00454	Phosphatidylinositol 3- and 4-kinase	4069	4310	3.2E-23	T	18-11-2024	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
g11710.t1	0431b83738bd4b52c4dba92d7e2b9037	4384	Pfam	PF20206	Tra1 HEAT repeat ring region	891	2806	0.0	T	18-11-2024	IPR046805	Tra1, HEAT repeat ring region
g11710.t1	0431b83738bd4b52c4dba92d7e2b9037	4384	Pfam	PF20206	Tra1 HEAT repeat ring region	3075	3172	8.1E-21	T	18-11-2024	IPR046805	Tra1, HEAT repeat ring region
g11710.t1	0431b83738bd4b52c4dba92d7e2b9037	4384	Pfam	PF02260	FATC domain	4353	4384	1.9E-7	T	18-11-2024	IPR003152	FATC domain
g11710.t1	0431b83738bd4b52c4dba92d7e2b9037	4384	Pfam	PF02259	FAT domain	3325	3651	8.3E-31	T	18-11-2024	IPR003151	PIK-related kinase, FAT
g765.t1	e6c9f7cd33702f50999e914f1de55c15	484	Pfam	PF00623	RNA polymerase Rpb1, domain 2	339	484	5.4E-51	T	18-11-2024	IPR000722	RNA polymerase, alpha subunit
g765.t1	e6c9f7cd33702f50999e914f1de55c15	484	Pfam	PF04997	RNA polymerase Rpb1, domain 1	13	337	1.9E-77	T	18-11-2024	IPR007080	RNA polymerase Rpb1, domain 1
g11103.t1	66867602e1b31eb70825467a6f60f030	254	Pfam	PF05773	RWD domain	6	120	1.2E-21	T	18-11-2024	IPR006575	RWD domain
g7283.t1	27e5f96d510780f8f1a96fb2ef096e4f	219	Pfam	PF09805	Nucleolar protein 12 (25kDa)	31	116	4.2E-16	T	18-11-2024	IPR019186	Nucleolar protein 12
g9916.t1	a11d2f6e119fd7ba4102694487eff6c0	357	Pfam	PF00149	Calcineurin-like phosphoesterase	27	275	1.5E-11	T	18-11-2024	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
g4436.t1	434f6c7bae5bb378564f502ec3042578	608	Pfam	PF00067	Cytochrome P450	127	448	2.0E-46	T	18-11-2024	IPR001128	Cytochrome P450
g4436.t1	434f6c7bae5bb378564f502ec3042578	608	Pfam	PF00067	Cytochrome P450	532	578	1.6E-7	T	18-11-2024	IPR001128	Cytochrome P450
g6768.t1	faf0ef854006de8bdcca8274bce274ef	250	Pfam	PF08648	U4/U6.U5 small nuclear ribonucleoproteins	184	240	3.8E-24	T	18-11-2024	IPR013957	U4/U6.U5 small nuclear ribonucleoprotein 27kDa protein
g9605.t1	328bc19ab4b7eab2462c89a7b63d867c	854	Pfam	PF11957	THO complex subunit 1 transcription elongation factor	111	555	3.7E-83	T	18-11-2024	IPR021861	THO complex, subunit THOC1
g11552.t1	14ef11771045c8e5308f2f516e6f4b8c	293	Pfam	PF13640	2OG-Fe(II) oxygenase superfamily	144	256	2.8E-14	T	18-11-2024	IPR044862	Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain
g5619.t2	402fb75948129aede4590bd5dedecd7c	624	Pfam	PF07645	Calcium-binding EGF domain	396	427	5.9E-10	T	18-11-2024	IPR001881	EGF-like calcium-binding domain
g5619.t2	402fb75948129aede4590bd5dedecd7c	624	Pfam	PF12662	Complement Clr-like EGF-like	464	484	1.0E-6	T	18-11-2024	IPR026823	Complement Clr-like EGF domain
g5619.t2	402fb75948129aede4590bd5dedecd7c	624	Pfam	PF02225	PA domain	24	92	1.7E-8	T	18-11-2024	IPR003137	PA domain
g6721.t1	ee0b978d67b2f2cbc5bec7a4add456d0	401	Pfam	PF01237	Oxysterol-binding protein	58	395	4.7E-47	T	18-11-2024	IPR000648	Oxysterol-binding protein
g2969.t1	3091024e62353d1191bb76f664f62338	467	Pfam	PF13185	GAF domain	35	163	9.9E-7	T	18-11-2024	IPR003018	GAF domain
g4987.t1	42972f75f051e6835f61a08341df6454	163	Pfam	PF00265	Thymidine kinase	12	100	1.9E-30	T	18-11-2024	IPR001267	Thymidine kinase
g10860.t1	a9fce36fc7039112295de9f14edd9c9e	118	Pfam	PF00125	Core histone H2A/H2B/H3/H4	23	83	5.2E-10	T	18-11-2024	IPR007125	Histone H2A/H2B/H3
g10860.t1	a9fce36fc7039112295de9f14edd9c9e	118	Pfam	PF00125	Core histone H2A/H2B/H3/H4	86	114	1.1E-11	T	18-11-2024	IPR007125	Histone H2A/H2B/H3
g5685.t1	59c4f8d9fedde1c30e7f113cef623774	230	Pfam	PF02777	Iron/manganese superoxide dismutases, C-terminal domain	122	224	2.5E-34	T	18-11-2024	IPR019832	Manganese/iron superoxide dismutase, C-terminal
g5685.t1	59c4f8d9fedde1c30e7f113cef623774	230	Pfam	PF00081	Iron/manganese superoxide dismutases, alpha-hairpin domain	35	113	1.7E-32	T	18-11-2024	IPR019831	Manganese/iron superoxide dismutase, N-terminal
g74.t1	59e7a6c644dcd48e41af17c5d44d82a6	597	Pfam	PF10250	GDP-fucose protein O-fucosyltransferase	235	567	2.3E-11	T	18-11-2024	IPR019378	GDP-fucose protein O-fucosyltransferase
g2927.t1	2e64c0c576dc30ce787104d2f5ff4335	287	Pfam	PF00561	alpha/beta hydrolase fold	25	265	1.9E-29	T	18-11-2024	IPR000073	Alpha/beta hydrolase fold-1
g9595.t1	1b3b3fb62e79217ce90065571acfe6a5	340	Pfam	PF16363	GDP-mannose 4,6 dehydratase	28	323	1.8E-61	T	18-11-2024	IPR016040	NAD(P)-binding domain
g6249.t1	c7cd7ea9f9e99e8e91b9be8dfb67eef7	920	Pfam	PF00443	Ubiquitin carboxyl-terminal hydrolase	94	391	4.4E-57	T	18-11-2024	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
g2713.t1	f4bcc4eb3b586fb6ce43765abe344a2e	303	Pfam	PF13432	Tetratricopeptide repeat	64	124	1.0E-8	T	18-11-2024	-	-
g2713.t1	f4bcc4eb3b586fb6ce43765abe344a2e	303	Pfam	PF13432	Tetratricopeptide repeat	210	271	0.0074	T	18-11-2024	-	-
g3807.t2	ff9928029d3e18591ceade7a8365d861	581	Pfam	PF07766	LETM1-like, RBD	53	289	5.2E-83	T	18-11-2024	IPR033122	LETM1-like, ribosome-binding domain
g6928.t1	d6c942588a8815592c87d14bb5dd4bae	249	Pfam	PF08241	Methyltransferase domain	118	172	9.2E-12	T	18-11-2024	IPR013216	Methyltransferase type 11
g9582.t1	3fd4cb5281adb20c5fd12edaa643cba5	506	Pfam	PF00571	CBS domain	168	218	1.0E-5	T	18-11-2024	IPR000644	CBS domain
g9582.t1	3fd4cb5281adb20c5fd12edaa643cba5	506	Pfam	PF00478	IMP dehydrogenase / GMP reductase domain	24	496	8.3E-123	T	18-11-2024	IPR001093	IMP dehydrogenase/GMP reductase
g10774.t1	ce62d13acc2563ea39dcefb1f8d7012b	245	Pfam	PF03358	NADPH-dependent FMN reductase	108	188	9.4E-9	T	18-11-2024	IPR005025	NADPH-dependent FMN reductase-like
g11099.t1	85e09a6987b5699c0674eb0f309e03d3	239	Pfam	PF00226	DnaJ domain	2	69	2.8E-19	T	18-11-2024	IPR001623	DnaJ domain
g11791.t1	56f5243612868816d787185768363e78	270	Pfam	PF05116	Sucrose-6F-phosphate phosphohydrolase	11	267	3.5E-75	T	18-11-2024	IPR006380	Sucrose phosphatase-like domain
g1458.t1	515dfa75dd4c8fea13e74ff3a1581c96	212	Pfam	PF08612	TATA-binding related factor (TRF) of subunit 20 of Mediator complex	20	205	1.0E-15	T	18-11-2024	IPR013921	Mediator complex, subunit Med20
g831.t1	388371f221be33179b7bdc4662683fd7	251	Pfam	PF04488	Glycosyltransferase sugar-binding region containing DXD motif	23	102	1.5E-7	T	18-11-2024	IPR007577	Glycosyltransferase, DXD sugar-binding motif
g7030.t2	3358caac7f5e6f6bd121160466f800e8	1464	Pfam	PF03110	SBP domain	122	195	8.6E-24	T	18-11-2024	IPR004333	SBP domain
g2250.t1	b29e5621ab94fd6c70bf052b8aa5da99	790	Pfam	PF04802	Phosphatase 4 regulatory subunit 3	183	370	1.3E-62	T	18-11-2024	IPR006887	Serine/threonine-protein phosphatase 4 regulatory subunit 3-like, central domain
g4185.t1	a0fc62d7cfe29ffd6fbb639a098eff63	1203	Pfam	PF00179	Ubiquitin-conjugating enzyme	959	1084	1.2E-20	T	18-11-2024	IPR000608	Ubiquitin-conjugating enzyme E2
g9568.t1	c65012021d16be9215471f1eb9f72370	176	Pfam	PF05255	Uncharacterised protein family (UPF0220)	28	163	3.9E-31	T	18-11-2024	IPR007919	Uncharacterised protein family UPF0220
g3420.t3	c81667c1f0ea716c8ec27daa42ff6b3e	110	Pfam	PF01263	Aldose 1-epimerase	6	86	6.8E-14	T	18-11-2024	IPR008183	Aldose 1-/Glucose-6-phosphate 1-epimerase
g1394.t1	aabdb3f193e7bfe821a1fa3c0ec84178	367	Pfam	PF00022	Actin	3	366	6.9E-62	T	18-11-2024	IPR004000	Actin family
g2065.t2	da7868403c6b6aba30c140cbfa9531f0	657	Pfam	PF00995	Sec1 family	28	636	7.4E-103	T	18-11-2024	IPR001619	Sec1-like protein
g10346.t1	32aba27e9be1bcc3074cc54b385ffcda	328	Pfam	PF05542	Protein of unknown function (DUF760)	66	147	5.3E-20	T	18-11-2024	IPR008479	Protein of unknown function DUF760
g10346.t1	32aba27e9be1bcc3074cc54b385ffcda	328	Pfam	PF05542	Protein of unknown function (DUF760)	231	314	4.9E-14	T	18-11-2024	IPR008479	Protein of unknown function DUF760
g3068.t1	6479e8ccd3b104af40552d894fc7b534	739	Pfam	PF07645	Calcium-binding EGF domain	349	388	6.1E-10	T	18-11-2024	IPR001881	EGF-like calcium-binding domain
g3068.t1	6479e8ccd3b104af40552d894fc7b534	739	Pfam	PF00150	Cellulase (glycosyl hydrolase family 5)	3	178	2.7E-7	T	18-11-2024	IPR001547	Glycoside hydrolase, family 5
g2907.t2	6f0970394d7bb40231835c9c9681ac22	370	Pfam	PF01237	Oxysterol-binding protein	9	354	8.1E-79	T	18-11-2024	IPR000648	Oxysterol-binding protein
g8348.t1	2e14d2037f1eb7f8b478976c8e922e4d	746	Pfam	PF01417	ENTH domain	43	166	1.5E-30	T	18-11-2024	IPR013809	ENTH  domain
g8348.t1	2e14d2037f1eb7f8b478976c8e922e4d	746	Pfam	PF01412	Putative GTPase activating protein for Arf	263	372	1.2E-35	T	18-11-2024	IPR001164	Arf GTPase activating protein
g10561.t1	19e197e9ecb345997a178dc06b55c23f	695	Pfam	PF01625	Peptide methionine sulfoxide reductase	49	200	3.6E-58	T	18-11-2024	IPR002569	Peptide methionine sulphoxide reductase MsrA domain
g10561.t1	19e197e9ecb345997a178dc06b55c23f	695	Pfam	PF16656	Purple acid Phosphatase, N-terminal domain	266	368	7.1E-12	T	18-11-2024	IPR015914	Purple acid phosphatase, N-terminal
g10561.t1	19e197e9ecb345997a178dc06b55c23f	695	Pfam	PF00149	Calcineurin-like phosphoesterase	413	612	1.5E-15	T	18-11-2024	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
g11321.t1	e2d8c255d8605ebb4ef302edcf4e42fd	347	Pfam	PF00153	Mitochondrial carrier protein	148	238	1.6E-10	T	18-11-2024	IPR018108	Mitochondrial substrate/solute carrier
g11321.t1	e2d8c255d8605ebb4ef302edcf4e42fd	347	Pfam	PF00153	Mitochondrial carrier protein	253	334	1.1E-15	T	18-11-2024	IPR018108	Mitochondrial substrate/solute carrier
g11321.t1	e2d8c255d8605ebb4ef302edcf4e42fd	347	Pfam	PF00153	Mitochondrial carrier protein	11	140	4.3E-15	T	18-11-2024	IPR018108	Mitochondrial substrate/solute carrier
